# index, name, _pos
1338,4174,"array([ 0.1413908 , -0.29427327])"
1339,4135,"array([ 0.1173598 , -0.32210993])"
1340,5477,"array([ 0.1183234 , -0.31919334])"
1341,50,"array([ 0.20678645, -0.30259013])"
1342,2882,"array([ 0.22107271, -0.33423083])"
1343,4287,"array([ 0.23859251, -0.35384352])"
1344,4727,"array([ 0.24912271, -0.29827449])"
1345,5442,"array([ 0.16673342, -0.29635791])"
1346,1072,"array([ 0.21770594, -0.34012332])"
1347,491,"array([ 0.22284141, -0.37265221])"
1348,5468,"array([ 0.12916419, -0.33795066])"
1349,1065,"array([ 0.22719186, -0.3159408 ])"
1350,4006,"array([ 0.19265203, -0.32834866])"
1351,1691,"array([ 0.18125105, -0.33966266])"
1352,5364,"array([ 0.19342792, -0.31470358])"
1353,51,"array([ 0.1994149 , -0.39008016])"
1354,2028,"array([ 0.20105445, -0.404614  ])"
1355,2526,"array([ 0.20743184, -0.41087648])"
1356,4115,"array([ 0.18817252, -0.38437045])"
1357,2423,"array([ 0.1817621 , -0.38878011])"
1358,2234,"array([ 0.2038461 , -0.39294764])"
1359,1337,"array([ 0.18322543, -0.38203767])"
1360,3801,"array([ 0.18900698, -0.40850873])"
1361,2030,"array([ 0.19102748, -0.40050625])"
1362,1835,"array([ 0.18114087, -0.41754358])"
1363,4828,"array([ 0.19789963, -0.39541221])"
1364,873,"array([ 0.20121072, -0.40881147])"
1365,4435,"array([ 0.19753291, -0.39294599])"
1366,5175,"array([ 0.20271912, -0.39963024])"
1367,1779,"array([ 0.19799318, -0.42781614])"
1368,202,"array([ 0.17866287, -0.38215006])"
1369,5281,"array([ 0.19962265, -0.41270619])"
1370,5433,"array([ 0.19436308, -0.36209979])"
1371,272,"array([ 0.22172092, -0.37808092])"
1372,5355,"array([ 0.24967302, -0.30810773])"
1373,320,"array([ 0.21028708, -0.34085079])"
1374,4680,"array([ 0.19476254, -0.41135941])"
1375,4047,"array([ 0.17716019, -0.45445499])"
1376,5306,"array([ 0.20040043, -0.33825252])"
1377,4302,"array([ 0.19903893, -0.37256197])"
1378,3207,"array([ 0.18933095, -0.39472374])"
1379,1752,"array([ 0.20613137, -0.40259928])"
1380,5134,"array([ 0.2067279 , -0.38956701])"
1381,1560,"array([ 0.19810934, -0.35670256])"
1382,890,"array([ 0.22155808, -0.36749972])"
1383,1729,"array([ 0.20609568, -0.35122082])"
1384,2390,"array([ 0.19400899, -0.4131643 ])"
1385,4034,"array([ 0.2046832, -0.3800233])"
1386,165,"array([ 0.17278259, -0.36355045])"
1387,2696,"array([ 0.19505617, -0.38809197])"
1388,2635,"array([ 0.19412272, -0.35663537])"
1389,3716,"array([ 0.18456922, -0.37817597])"
1390,3182,"array([ 0.22917383, -0.37988292])"
1391,1646,"array([ 0.199571  , -0.36833836])"
1392,2912,"array([ 0.1866819 , -0.38423306])"
1393,509,"array([ 0.18406572, -0.39334382])"
1394,4928,"array([ 0.20691883, -0.40019959])"
1395,2869,"array([ 0.19666093, -0.39147437])"
1396,1385,"array([ 0.19114604, -0.40799033])"
1397,2702,"array([ 0.18832864, -0.41038582])"
1398,4172,"array([ 0.20373644, -0.4021683 ])"
1399,988,"array([ 0.17724299, -0.36105911])"
1400,2574,"array([ 0.19387534, -0.39874183])"
1401,4228,"array([ 0.18822606, -0.37834781])"
1402,3590,"array([ 0.23887964, -0.43099773])"
1403,3401,"array([ 0.19226306, -0.4123    ])"
1404,4362,"array([ 0.19994219, -0.40616893])"
1405,586,"array([ 0.19882649, -0.40304411])"
1406,2026,"array([ 0.1656881 , -0.39759844])"
1407,111,"array([ 0.20088026, -0.37993255])"
1408,1672,"array([ 0.20121081, -0.3989664 ])"
1409,2217,"array([ 0.13899168, -0.39885072])"
1410,4820,"array([ 0.18835414, -0.35399446])"
1411,52,"array([ 0.21418546, -0.32290945])"
1412,2853,"array([ 0.18962477, -0.31275778])"
1413,4738,"array([ 0.19107839, -0.29768165])"
1414,2792,"array([ 0.23037187, -0.31027445])"
1415,1581,"array([ 0.21892392, -0.31175459])"
1416,1209,"array([ 0.19380302, -0.31196005])"
1417,2666,"array([ 0.20815469, -0.32730503])"
1418,78,"array([ 0.2429156 , -0.32368357])"
1419,2188,"array([ 0.20186838, -0.31915172])"
1420,4468,"array([ 0.19526289, -0.31873095])"
1421,2901,"array([ 0.19606362, -0.37410363])"
1422,4559,"array([ 0.18079059, -0.36955607])"
1423,2840,"array([ 0.23737087, -0.29310155])"
1424,122,"array([ 0.20990095, -0.33090707])"
1425,2950,"array([ 0.24512355, -0.33948658])"
1426,1591,"array([ 0.20461893, -0.35485905])"
1427,5358,"array([ 0.19888411, -0.35450584])"
1428,5108,"array([ 0.21237867, -0.32234384])"
1429,1828,"array([ 0.19011607, -0.32841591])"
1430,5522,"array([ 0.23603647, -0.31369847])"
1431,3095,"array([ 0.20661262, -0.287815  ])"
1432,3185,"array([ 0.23334329, -0.31717484])"
1433,1544,"array([ 0.21224191, -0.31298434])"
1434,1059,"array([ 0.23568674, -0.36646135])"
1435,3468,"array([ 0.1786421 , -0.30109803])"
1436,2847,"array([ 0.19477729, -0.33470406])"
1437,4394,"array([ 0.25237962, -0.30074765])"
1438,2823,"array([ 0.20898362, -0.26731543])"
1439,4286,"array([ 0.23846122, -0.33199154])"
1440,4571,"array([ 0.24461409, -0.30452451])"
1441,4189,"array([ 0.20874574, -0.31585357])"
1442,135,"array([ 0.20598716, -0.32576407])"
1443,357,"array([ 0.20807398, -0.3092694 ])"
1444,2368,"array([ 0.22457004, -0.32430514])"
1445,2009,"array([ 0.20930942, -0.2994157 ])"
1446,4265,"array([ 0.22211231, -0.33950923])"
1447,5001,"array([ 0.16169189, -0.34416988])"
1448,2494,"array([ 0.19881026, -0.3247993 ])"
1449,3568,"array([ 0.22440587, -0.30087225])"
1450,5407,"array([ 0.2023274 , -0.30170175])"
1451,1085,"array([ 0.21842668, -0.32640529])"
1452,3586,"array([ 0.22878439, -0.31138503])"
1453,4506,"array([ 0.17463084, -0.3132924 ])"
1454,2834,"array([ 0.20462779, -0.32956704])"
1455,1357,"array([ 0.24812847, -0.30419566])"
1456,53,"array([ 0.21493294, -0.42197689])"
1457,3115,"array([ 0.22289524, -0.40583341])"
1458,3636,"array([ 0.20667166, -0.38392033])"
1459,449,"array([ 0.17453219, -0.40557265])"
1460,4732,"array([ 0.1998586 , -0.40079451])"
1461,4334,"array([ 0.19963847, -0.42140028])"
1462,4552,"array([ 0.20981376, -0.39920268])"
1463,3678,"array([ 0.18773431, -0.40162322])"
1464,5124,"array([ 0.18418343, -0.41752996])"
1465,2728,"array([ 0.19967322, -0.39387526])"
1466,3140,"array([ 0.23050813, -0.41408933])"
1467,4987,"array([ 0.21314276, -0.38370641])"
1468,897,"array([ 0.18227346, -0.37710711])"
1469,4387,"array([ 0.20150174, -0.41389522])"
1470,54,"array([ 0.18280583, -0.32641397])"
1471,2774,"array([ 0.22655799, -0.32046387])"
1472,4050,"array([ 0.17745401, -0.31229994])"
1473,3707,"array([ 0.23616771, -0.33896168])"
1474,2465,"array([ 0.19331296, -0.34345901])"
1475,1514,"array([ 0.19976295, -0.26879013])"
1476,2123,"array([ 0.18420604, -0.32035534])"
1477,3508,"array([ 0.18753052, -0.32835701])"
1478,4392,"array([ 0.17882236, -0.29177856])"
1479,1023,"array([ 0.1965389 , -0.32405648])"
1480,4592,"array([ 0.12491961, -0.33761857])"
1481,3919,"array([ 0.18547293, -0.35331486])"
1482,250,"array([ 0.19417763, -0.32728269])"
1483,225,"array([ 0.16378778, -0.31996018])"
1484,2918,"array([ 0.17181974, -0.31665612])"
1485,2433,"array([ 0.16123172, -0.31109538])"
1486,5051,"array([ 0.1916733 , -0.31713096])"
1487,4444,"array([ 0.2225921 , -0.29380773])"
1488,4259,"array([ 0.15995189, -0.31763906])"
1489,2473,"array([ 0.18681373, -0.31121273])"
1490,1109,"array([ 0.15798814, -0.32094691])"
1491,167,"array([ 0.20800239, -0.30702728])"
1492,3194,"array([ 0.21748104, -0.36174606])"
1493,3866,"array([ 0.15228938, -0.31854724])"
1494,3467,"array([ 0.17835302, -0.35981436])"
1495,5443,"array([ 0.18661684, -0.32666675])"
1496,3557,"array([ 0.19507362, -0.3230723 ])"
1497,3623,"array([ 0.21291883, -0.307211  ])"
1498,1995,"array([ 0.17929063, -0.33616792])"
1499,4269,"array([ 0.19435944, -0.34664155])"
1500,4025,"array([ 0.1620249 , -0.33139521])"
1501,55,"array([ 0.07698023, -0.4275444 ])"
1502,4934,"array([ 0.05317458, -0.43737911])"
1503,4374,"array([ 0.063394  , -0.43301712])"
1504,1404,"array([ 0.04957526, -0.45245157])"
1505,5517,"array([ 0.08514468, -0.46486802])"
1506,2991,"array([ 0.07949003, -0.41863062])"
1507,56,"array([-0.06174964, -0.55149498])"
1508,1987,"array([-0.02481989, -0.5467098 ])"
1509,3868,"array([-0.02413814, -0.55610105])"
1510,1110,"array([-0.07448339, -0.57795593])"
1511,2417,"array([-0.08450595, -0.57661293])"
1512,517,"array([-0.04086941, -0.54357158])"
1513,4960,"array([-0.07708323, -0.57269534])"
1514,828,"array([-0.01473769, -0.54894689])"
1515,705,"array([-0.07143276, -0.58265238])"
1516,1635,"array([-0.07756151, -0.55268412])"
1517,1604,"array([-0.05287858, -0.55713865])"
1518,57,"array([ 0.20901454, -0.37723214])"
1519,197,"array([ 0.22446648, -0.37738826])"
1520,315,"array([ 0.24863301, -0.40949274])"
1521,5017,"array([ 0.2160625 , -0.35847156])"
1522,2082,"array([ 0.19662097, -0.37908092])"
1523,5451,"array([ 0.19791226, -0.30749043])"
1524,916,"array([ 0.19398945, -0.3820557 ])"
1525,5107,"array([ 0.18612019, -0.38854108])"
1526,3189,"array([ 0.2405517 , -0.35760407])"
1527,1012,"array([ 0.21325829, -0.38068724])"
1528,4276,"array([ 0.20140227, -0.36868846])"
1529,763,"array([ 0.20739218, -0.3763323 ])"
1530,2839,"array([ 0.23482135, -0.37976665])"
1531,746,"array([ 0.20693439, -0.33849305])"
1532,2568,"array([ 0.2283308 , -0.39083441])"
1533,2324,"array([ 0.21043788, -0.41405737])"
1534,4899,"array([ 0.21121231, -0.38488679])"
1535,1492,"array([ 0.21693634, -0.37984592])"
1536,3524,"array([ 0.20489413, -0.41122322])"
1537,2508,"array([ 0.19914232, -0.36389048])"
1538,2357,"array([ 0.22224982, -0.35890155])"
1539,4861,"array([ 0.20329493, -0.3950553 ])"
1540,1495,"array([ 0.22291682, -0.36154903])"
1541,4958,"array([ 0.21659353, -0.38246516])"
1542,3339,"array([ 0.22977372, -0.38813656])"
1543,4202,"array([ 0.20796503, -0.38584703])"
1544,2266,"array([ 0.12063597, -0.29999338])"
1545,2575,"array([ 0.19941463, -0.37639241])"
1546,4567,"array([ 0.22034296, -0.40000246])"
1547,3249,"array([ 0.21677474, -0.36372078])"
1548,3931,"array([ 0.20301618, -0.35849695])"
1549,539,"array([ 0.17973384, -0.38860429])"
1550,1236,"array([ 0.19421173, -0.40308096])"
1551,1727,"array([ 0.19853732, -0.36754865])"
1552,3990,"array([ 0.21894973, -0.38849988])"
1553,3740,"array([ 0.23987867, -0.38778474])"
1554,2539,"array([ 0.23581326, -0.42096086])"
1555,3303,"array([ 0.21362929, -0.38530109])"
1556,3041,"array([ 0.21073992, -0.40213912])"
1557,3859,"array([ 0.17209604, -0.36727569])"
1558,2088,"array([ 0.19927026, -0.39203541])"
1559,460,"array([ 0.21286031, -0.38922132])"
1560,4084,"array([ 0.20796107, -0.36770942])"
1561,2503,"array([ 0.22491929, -0.37256526])"
1562,3470,"array([ 0.24858706, -0.38580778])"
1563,1329,"array([ 0.2348627 , -0.33699172])"
1564,4061,"array([ 0.19880499, -0.38095308])"
1565,2023,"array([ 0.20526348, -0.33313556])"
1566,308,"array([ 0.2092822 , -0.36576872])"
1567,4081,"array([ 0.19000968, -0.34343484])"
1568,2786,"array([ 0.19133231, -0.38210314])"
1569,3424,"array([ 0.2093295 , -0.37093397])"
1570,1814,"array([ 0.23178397, -0.37707284])"
1571,5425,"array([ 0.22259243, -0.39448474])"
1572,1415,"array([ 0.21309155, -0.34216982])"
1573,3083,"array([ 0.20144164, -0.3652754 ])"
1574,468,"array([ 0.18948891, -0.38974529])"
1575,554,"array([ 0.22603676, -0.37541223])"
1576,3655,"array([ 0.18817884, -0.36734227])"
1577,3341,"array([ 0.22949692, -0.39898876])"
1578,2230,"array([ 0.20736228, -0.38786312])"
1579,3151,"array([ 0.22005831, -0.36991607])"
1580,1775,"array([ 0.19705855, -0.33779435])"
1581,58,"array([ 0.24387504, -0.33476093])"
1582,3840,"array([ 0.2291346 , -0.32985765])"
1583,2189,"array([ 0.22438041, -0.34393974])"
1584,4389,"array([ 0.20976862, -0.35671623])"
1585,1580,"array([ 0.20240354, -0.36296092])"
1586,1545,"array([ 0.20339113, -0.34580352])"
1587,4847,"array([ 0.21244969, -0.34851941])"
1588,3165,"array([ 0.19466599, -0.34465852])"
1589,5353,"array([ 0.22915262, -0.30807201])"
1590,2667,"array([ 0.20446282, -0.341188  ])"
1591,1049,"array([ 0.18477614, -0.32212225])"
1592,1747,"array([ 0.2471298, -0.3429144])"
1593,3634,"array([ 0.20403192, -0.35276943])"
1594,59,"array([ 0.2003881 , -0.50150921])"
1595,2504,"array([ 0.16749473, -0.53064833])"
1596,4627,"array([ 0.17231866, -0.48509351])"
1597,921,"array([ 0.1654342 , -0.50588852])"
1598,3093,"array([ 0.18866989, -0.52659859])"
1599,2320,"array([ 0.18176449, -0.50964902])"
1600,5345,"array([ 0.18705847, -0.5066653 ])"
1601,3408,"array([ 0.18316251, -0.48763655])"
1602,2497,"array([ 0.17180891, -0.48922754])"
1603,60,"array([ 0.23710983, -0.3554692 ])"
1604,1757,"array([ 0.20210976, -0.32379894])"
1605,3888,"array([ 0.2142943 , -0.34049041])"
1606,2636,"array([ 0.21283597, -0.36022182])"
1607,3620,"array([ 0.18600678, -0.38022415])"
1608,4155,"array([ 0.21489095, -0.36520654])"
1609,1957,"array([ 0.22462322, -0.35322284])"
1610,4789,"array([ 0.2245738 , -0.37992444])"
1611,1829,"array([ 0.23291232, -0.33797595])"
1612,294,"array([ 0.20839292, -0.34050218])"
1613,5439,"array([ 0.23590951, -0.36966274])"
1614,61,"array([ 0.1807978 , -0.35149145])"
1615,1488,"array([ 0.20229456, -0.34719842])"
1616,1920,"array([ 0.16673254, -0.37131752])"
1617,2000,"array([ 0.1722486 , -0.32917655])"
1618,2672,"array([ 0.1930001 , -0.38348848])"
1619,3818,"array([ 0.16890813, -0.34897825])"
1620,3048,"array([ 0.1562807 , -0.35346531])"
1621,4139,"array([ 0.2210412 , -0.34322828])"
1622,3406,"array([ 0.1763336 , -0.35570918])"
1623,1043,"array([ 0.20109328, -0.34852427])"
1624,2591,"array([ 0.18552452, -0.35882321])"
1625,1651,"array([ 0.19748048, -0.36861512])"
1626,3244,"array([ 0.15620849, -0.36164784])"
1627,4198,"array([ 0.16168841, -0.34163529])"
1628,3370,"array([ 0.20904331, -0.35164211])"
1629,1015,"array([ 0.14468891, -0.32554865])"
1630,5419,"array([ 0.16564786, -0.34280801])"
1631,5205,"array([ 0.22325182, -0.35050659])"
1632,478,"array([ 0.20565285, -0.36711639])"
1633,787,"array([ 0.15907682, -0.31190349])"
1634,3437,"array([ 0.14417587, -0.32790747])"
1635,4321,"array([ 0.17604444, -0.37396662])"
1636,1069,"array([ 0.18771121, -0.35880632])"
1637,3394,"array([ 0.17072749, -0.32630672])"
1638,5435,"array([ 0.20433559, -0.3568518 ])"
1639,1705,"array([ 0.20326023, -0.36538727])"
1640,5405,"array([ 0.19856693, -0.38749342])"
1641,2698,"array([ 0.20293045, -0.32865841])"
1642,5316,"array([ 0.17732941, -0.34211939])"
1643,3283,"array([ 0.15108917, -0.35365309])"
1644,1001,"array([ 0.16052988, -0.39411705])"
1645,2862,"array([ 0.18692025, -0.37678924])"
1646,3260,"array([ 0.18724005, -0.33840386])"
1647,771,"array([ 0.1352833 , -0.31835373])"
1648,3879,"array([ 0.19167101, -0.38051392])"
1649,1683,"array([ 0.17398801, -0.37310348])"
1650,2395,"array([ 0.23283498, -0.3285661 ])"
1651,5211,"array([ 0.21095643, -0.38858324])"
1652,2332,"array([ 0.16952515, -0.28922491])"
1653,5098,"array([ 0.23714381, -0.3807723 ])"
1654,2249,"array([ 0.15472492, -0.31310186])"
1655,725,"array([ 0.15819231, -0.35285037])"
1656,1667,"array([ 0.13018571, -0.37159757])"
1657,3350,"array([ 0.16640648, -0.37614816])"
1658,2163,"array([ 0.21932516, -0.36250517])"
1659,1903,"array([ 0.16610976, -0.37441046])"
1660,3744,"array([ 0.15497846, -0.35721556])"
1661,5101,"array([ 0.1955504 , -0.36347786])"
1662,3987,"array([ 0.17599479, -0.36589668])"
1663,1484,"array([ 0.19028495, -0.31917231])"
1664,2525,"array([ 0.18781939, -0.33046092])"
1665,4671,"array([ 0.22553878, -0.35892539])"
1666,529,"array([ 0.15721185, -0.3383863 ])"
1667,1117,"array([ 0.13971191, -0.32584446])"
1668,2618,"array([ 0.16625185, -0.3054527 ])"
1669,5168,"array([ 0.18705311, -0.3215368 ])"
1670,624,"array([ 0.20628783, -0.30663278])"
1671,3377,"array([ 0.17566575, -0.33550586])"
1672,5159,"array([ 0.24160932, -0.29642452])"
1673,63,"array([ 0.14199624, -0.38210014])"
1674,4976,"array([ 0.1535781 , -0.36389604])"
1675,4972,"array([ 0.1734403 , -0.33464788])"
1676,3478,"array([ 0.20377504, -0.40892002])"
1677,3082,"array([ 0.19162007, -0.34216666])"
1678,1154,"array([ 0.15953593, -0.41337668])"
1679,64,"array([ 0.12609432, -0.30952884])"
1680,1285,"array([ 0.1635113, -0.3221899])"
1681,4868,"array([ 0.14112375, -0.28783291])"
1682,1443,"array([ 0.11605869, -0.26709434])"
1683,5410,"array([ 0.14911118, -0.32295468])"
1684,4059,"array([ 0.13855917, -0.28868001])"
1685,1351,"array([ 0.14138804, -0.33542671])"
1686,1124,"array([ 0.15061815, -0.26995684])"
1687,2222,"array([ 0.12665771, -0.31667889])"
1688,1008,"array([ 0.12860786, -0.2714473 ])"
1689,3565,"array([ 0.10759826, -0.31144734])"
1690,4245,"array([ 0.14272705, -0.29956417])"
1691,4985,"array([ 0.13786996, -0.31856616])"
1692,1802,"array([ 0.13108523, -0.31350896])"
1693,5509,"array([ 0.14231781, -0.30674259])"
1694,65,"array([ 0.18047302, -0.40015822])"
1695,5490,"array([ 0.22057724, -0.37198169])"
1696,2120,"array([ 0.18789076, -0.37508047])"
1697,2383,"array([ 0.13081187, -0.39286569])"
1698,4925,"array([ 0.1890241 , -0.39664637])"
1699,855,"array([ 0.15502015, -0.38918902])"
1700,3971,"array([ 0.14754277, -0.36879592])"
1701,4653,"array([ 0.18147166, -0.43874693])"
1702,205,"array([ 0.21286229, -0.41681151])"
1703,2566,"array([ 0.19179736, -0.39164793])"
1704,5086,"array([ 0.17789983, -0.38823211])"
1705,1805,"array([ 0.18441729, -0.36354902])"
1706,3392,"array([ 0.15642691, -0.42683836])"
1707,2054,"array([ 0.18020966, -0.38265091])"
1708,769,"array([ 0.17029814, -0.4013098 ])"
1709,1307,"array([ 0.18798752, -0.38918482])"
1710,782,"array([ 0.22957527, -0.43190814])"
1711,798,"array([ 0.17670245, -0.39363347])"
1712,4620,"array([ 0.23140357, -0.41724922])"
1713,4043,"array([ 0.19010918, -0.38358385])"
1714,1402,"array([ 0.15128532, -0.38394266])"
1715,66,"array([ 0.13348593, -0.52365905])"
1716,3111,"array([ 0.14011116, -0.50132212])"
1717,5511,"array([ 0.12360067, -0.52276199])"
1718,1187,"array([ 0.12400888, -0.5116759 ])"
1719,4631,"array([ 0.13679966, -0.52046064])"
1720,4181,"array([ 0.14420151, -0.5065996 ])"
1721,3877,"array([ 0.13784766, -0.5312162 ])"
1722,671,"array([ 0.13204369, -0.51630358])"
1723,2650,"array([ 0.1345154 , -0.50273922])"
1724,1078,"array([ 0.12965961, -0.54040773])"
1725,2512,"array([ 0.11397416, -0.52431468])"
1726,2452,"array([ 0.12300348, -0.49657395])"
1727,3403,"array([ 0.13557472, -0.54297027])"
1728,1638,"array([ 0.14377354, -0.52612043])"
1729,2363,"array([ 0.14764871, -0.50372563])"
1730,2364,"array([ 0.12744981, -0.49194572])"
1731,4384,"array([ 0.12671818, -0.52719879])"
1732,4525,"array([ 0.14954496, -0.53221891])"
1733,2577,"array([ 0.1206943 , -0.51945363])"
1734,747,"array([ 0.1162551 , -0.55008067])"
1735,1770,"array([ 0.14621379, -0.54301122])"
1736,5015,"array([ 0.1390924, -0.4875051])"
1737,4307,"array([ 0.12646445, -0.49971537])"
1738,4104,"array([ 0.13292767, -0.55266617])"
1739,4009,"array([ 0.12957609, -0.52752593])"
1740,3046,"array([ 0.13702072, -0.5591068 ])"
1741,67,"array([ 0.1522021 , -0.37753556])"
1742,4737,"array([ 0.17470171, -0.39702906])"
1743,4398,"array([ 0.15480649, -0.39536987])"
1744,3871,"array([ 0.13961259, -0.35352988])"
1745,118,"array([ 0.15125202, -0.38934563])"
1746,4876,"array([ 0.13848689, -0.35831508])"
1747,3613,"array([ 0.18376338, -0.3753288 ])"
1748,4814,"array([ 0.20651213, -0.38018826])"
1749,2993,"array([ 0.17733972, -0.39610042])"
1750,85,"array([ 0.18453959, -0.36753656])"
1751,5363,"array([ 0.15778891, -0.35503408])"
1752,4288,"array([ 0.19229424, -0.37358572])"
1753,3272,"array([ 0.15022912, -0.40010876])"
1754,1927,"array([ 0.14924924, -0.34821603])"
1755,5349,"array([ 0.18864995, -0.44327972])"
1756,1317,"array([ 0.17662311, -0.39063195])"
1757,2627,"array([ 0.18373281, -0.37340725])"
1758,513,"array([ 0.17783112, -0.37528155])"
1759,5088,"array([ 0.19077193, -0.41004893])"
1760,432,"array([ 0.10409769, -0.46859829])"
1761,5361,"array([ 0.18998254, -0.41274198])"
1762,2351,"array([ 0.18164405, -0.41172523])"
1763,2870,"array([ 0.19326629, -0.39064079])"
1764,5186,"array([ 0.18595932, -0.38655201])"
1765,402,"array([ 0.17696205, -0.40520137])"
1766,2370,"array([ 0.13320289, -0.36807057])"
1767,1061,"array([ 0.20944827, -0.39381915])"
1768,3850,"array([ 0.17096089, -0.38946873])"
1769,4757,"array([ 0.18917061, -0.4250819 ])"
1770,653,"array([ 0.18175309, -0.39312422])"
1771,261,"array([ 0.20961557, -0.41217882])"
1772,1884,"array([ 0.21961245, -0.40494624])"
1773,4101,"array([ 0.2051962 , -0.40072778])"
1774,1082,"array([ 0.19775567, -0.43631591])"
1775,898,"array([ 0.14140091, -0.37929776])"
1776,721,"array([ 0.1907287, -0.4025311])"
1777,4698,"array([ 0.18169629, -0.38278482])"
1778,3003,"array([ 0.20370779, -0.42159502])"
1779,4027,"array([ 0.1753326 , -0.40274935])"
1780,5130,"array([ 0.20852788, -0.40115211])"
1781,1655,"array([ 0.18498591, -0.38985207])"
1782,2491,"array([ 0.19408905, -0.40745285])"
1783,213,"array([ 0.17805476, -0.38377623])"
1784,584,"array([ 0.17917711, -0.36820275])"
1785,3602,"array([ 0.21020408, -0.37558258])"
1786,3029,"array([ 0.21282066, -0.39881695])"
1787,139,"array([ 0.19007111, -0.36966592])"
1788,4463,"array([ 0.19681552, -0.39959997])"
1789,4007,"array([ 0.19147068, -0.41455391])"
1790,1132,"array([ 0.1900035 , -0.43743052])"
1791,69,"array([ 0.16231102, -0.42279214])"
1792,932,"array([ 0.21758136, -0.42818699])"
1793,644,"array([ 0.17550537, -0.43975577])"
1794,70,"array([ 0.12062011, -0.41947524])"
1795,3091,"array([ 0.14588031, -0.43040365])"
1796,1202,"array([ 0.13234834, -0.41055695])"
1797,381,"array([ 0.16383362, -0.41464988])"
1798,71,"array([ 0.15334682, -0.35821508])"
1799,4211,"array([ 0.18836219, -0.34127682])"
1800,424,"array([ 0.17120037, -0.33428921])"
1801,516,"array([ 0.19263232, -0.3344425 ])"
1802,1608,"array([ 0.1776158 , -0.34625778])"
1803,5231,"array([ 0.2058251, -0.3472033])"
1804,5307,"array([ 0.17512798, -0.3639302 ])"
1805,497,"array([ 0.20864089, -0.36946345])"
1806,3848,"array([ 0.2245401 , -0.32187534])"
1807,72,"array([ 0.19901401, -0.4448931 ])"
1808,563,"array([ 0.19955278, -0.41713808])"
1809,2109,"array([ 0.18097094, -0.42801756])"
1810,73,"array([ 0.16473566, -0.35275509])"
1811,3927,"array([ 0.16467929, -0.31776573])"
1812,448,"array([ 0.18627756, -0.35607963])"
1813,242,"array([ 0.18343899, -0.34508549])"
1814,1424,"array([ 0.17950443, -0.33851234])"
1815,2080,"array([ 0.13515016, -0.34262173])"
1816,1603,"array([ 0.19776067, -0.38280308])"
1817,1323,"array([ 0.16894614, -0.3224895 ])"
1818,3581,"array([ 0.18222923, -0.34609913])"
1819,1027,"array([ 0.16103821, -0.3005048 ])"
1820,3440,"array([ 0.15061586, -0.41255728])"
1821,601,"array([ 0.18391854, -0.34761833])"
1822,2909,"array([ 0.17590442, -0.31937784])"
1823,821,"array([ 0.19055452, -0.3402589 ])"
1824,191,"array([ 0.11922769, -0.32583976])"
1825,676,"array([ 0.15951671, -0.35097498])"
1826,3960,"array([ 0.13542236, -0.3330452 ])"
1827,5139,"array([ 0.19254574, -0.34897609])"
1828,5462,"array([ 0.15529014, -0.31893511])"
1829,703,"array([ 0.15951364, -0.35808352])"
1830,1862,"array([ 0.19076703, -0.36257638])"
1831,2734,"array([ 0.1000136 , -0.45307542])"
1832,683,"array([ 0.10813139, -0.4433161 ])"
1833,1256,"array([ 0.12274413, -0.46480988])"
1834,1966,"array([ 0.08902931, -0.43645716])"
1835,75,"array([ 0.16183923, -0.52435271])"
1836,4965,"array([ 0.16228268, -0.50925036])"
1837,4415,"array([ 0.1631895 , -0.49389383])"
1838,4369,"array([-0.01360626, -0.5626574 ])"
1839,4923,"array([ 0.02215639, -0.54835022])"
1840,4310,"array([-0.01767917, -0.56659898])"
1841,2236,"array([ 0.02530324, -0.5679231 ])"
1842,1798,"array([ 0.01447615, -0.58417718])"
1843,3635,"array([ 0.02585748, -0.574181  ])"
1844,2511,"array([ 0.02827452, -0.56355539])"
1845,3869,"array([ 0.01035923, -0.56928416])"
1846,2190,"array([ 3.69698382e-04, -5.19629991e-01])"
1847,4284,"array([ 0.0117991 , -0.55783119])"
1848,2177,"array([ 0.01571162, -0.56951189])"
1849,1127,"array([ 0.02085197, -0.56878501])"
1850,280,"array([ 0.02036713, -0.58464011])"
1851,744,"array([-0.02095352, -0.54623086])"
1852,5116,"array([ 0.03038679, -0.56950187])"
1853,1150,"array([ 0.00887965, -0.56393063])"
1854,1654,"array([ 0.0356535 , -0.54573687])"
1855,2468,"array([ 0.21487092, -0.29284347])"
1856,3023,"array([ 0.15708873, -0.30161921])"
1857,4805,"array([ 0.19037619, -0.33839475])"
1858,764,"array([ 0.20930722, -0.28085144])"
1859,546,"array([ 0.20414597, -0.37694123])"
1860,5080,"array([ 0.17261563, -0.3504471 ])"
1861,4558,"array([ 0.22141971, -0.3375129 ])"
1862,4190,"array([ 0.21582399, -0.31366758])"
1863,4345,"array([ 0.22472121, -0.35673131])"
1864,3697,"array([ 0.25127057, -0.32659516])"
1865,4183,"array([ 0.21587122, -0.37813574])"
1866,4011,"array([ 0.20366519, -0.33322445])"
1867,151,"array([ 0.21048375, -0.31114327])"
1868,590,"array([ 0.20512065, -0.37544626])"
1869,995,"array([ 0.23347708, -0.40814521])"
1870,1041,"array([ 0.20949975, -0.38501818])"
1871,2980,"array([ 0.20446878, -0.42609394])"
1872,239,"array([ 0.21068376, -0.40803007])"
1873,203,"array([ 0.20482805, -0.4186947 ])"
