# index, name, _pos
612,5,"array([4.10736768, 1.021016  ])"
613,1156,"array([4.10704605, 1.03586909])"
614,553,"array([4.08570964, 1.07171376])"
615,170,"array([4.11755763, 1.05413355])"
616,93,"array([4.11411188, 1.01660944])"
617,145,"array([4.10933812, 1.06136471])"
618,1523,"array([4.09744122, 1.01870727])"
619,350,"array([4.11565873, 1.06565668])"
620,77,"array([4.13875044, 1.0666821 ])"
621,1785,"array([4.10201247, 1.07015512])"
622,166,"array([4.10565198, 1.05658527])"
623,489,"array([4.12520722, 1.07121996])"
624,25,"array([4.1186431 , 1.04573184])"
625,83,"array([4.11609892, 1.04920158])"
626,277,"array([4.13244463, 1.06538052])"
627,70,"array([4.1120029 , 1.05709451])"
628,1487,"array([4.12590157, 1.05065924])"
629,270,"array([4.12516647, 1.09022429])"
630,871,"array([4.12490355, 1.07676565])"
631,389,"array([4.14067541, 1.07076032])"
632,544,"array([4.1335864 , 1.07408101])"
633,2631,"array([4.16038739, 1.09180007])"
634,672,"array([4.12947464, 1.07802749])"
635,137,"array([4.11406205, 1.07530715])"
636,424,"array([4.12987013, 1.06416444])"
637,65,"array([4.14422915, 1.07677341])"
638,1693,"array([4.14934656, 1.09059084])"
639,475,"array([4.17142003, 1.08285661])"
640,449,"array([4.13242354, 1.09224608])"
641,1998,"array([4.09268098, 1.08274371])"
642,1977,"array([4.0855472, 1.1041343])"
643,915,"array([4.0684975 , 1.07424814])"
644,63,"array([4.11375245, 1.06876471])"
645,1957,"array([4.12452748, 1.09501192])"
646,1635,"array([4.11058436, 1.09272587])"
647,508,"array([4.13508676, 1.08896695])"
648,2499,"array([4.08478724, 1.0958208 ])"
649,2497,"array([4.08554807, 1.09849797])"
650,299,"array([4.14070398, 1.07947807])"
651,1225,"array([4.08985999, 1.10277356])"
652,238,"array([4.13446208, 1.05375431])"
653,2488,"array([4.08786536, 1.09733176])"
654,1936,"array([4.16154606, 1.06559662])"
655,382,"array([4.13549888, 1.08445267])"
656,355,"array([4.12722547, 1.08844656])"
657,1090,"array([4.09650207, 1.09811237])"
658,1222,"array([4.10205734, 1.09101992])"
659,21,"array([4.11969278, 1.06085273])"
660,564,"array([4.11211808, 1.07018707])"
661,2459,"array([4.08326225, 1.09173973])"
662,774,"array([4.09303913, 1.05207321])"
663,209,"array([4.1085021 , 1.07825317])"
664,1922,"array([4.09534231, 1.09525591])"
665,504,"array([4.11600725, 1.10970402])"
666,987,"array([4.0991626 , 1.10349821])"
667,2446,"array([4.09048328, 1.09752479])"
668,986,"array([4.13276596, 1.0990407 ])"
669,1603,"array([4.146709  , 1.06585126])"
670,446,"array([4.12407971, 1.09252526])"
671,436,"array([4.13348331, 1.09392529])"
672,512,"array([4.12182301, 1.0737105 ])"
673,767,"array([4.10528395, 1.08408101])"
674,469,"array([4.09920825, 1.0702474 ])"
675,188,"array([4.11869593, 1.0562018 ])"
676,257,"array([4.11862539, 1.07421985])"
677,7400,"array([4.11348333, 1.08512804])"
678,263,"array([4.12611528, 1.11018513])"
679,562,"array([4.10037382, 1.08399472])"
680,1691,"array([4.10789357, 1.05755081])"
681,14,"array([4.14123416, 1.05577488])"
682,13,"array([4.07645606, 1.02206396])"
683,139,"array([4.12845087, 1.10557944])"
684,318,"array([4.1135306 , 1.04362251])"
685,862,"array([4.14885553, 1.1083135 ])"
686,251,"array([4.12957491, 1.09405808])"
687,111,"array([4.10946723, 1.03809504])"
688,16,"array([4.11117612, 1.08517567])"
689,5342,"array([4.12220241, 1.05756743])"
690,3,"array([4.12057088, 1.02056636])"
691,219,"array([4.11596331, 1.05195674])"
692,268,"array([4.11064098, 1.07178408])"
693,2839,"array([4.07058017, 1.1044843 ])"
694,1929,"array([4.19953375, 1.09047188])"
695,420,"array([4.11637342, 1.10412353])"
696,532,"array([4.12802831, 1.11233539])"
697,7401,"array([4.09444264, 1.11149841])"
698,200,"array([4.09744689, 1.08868048])"
699,402,"array([4.13012602, 1.07052785])"
700,7508,"array([4.11189278, 1.12127382])"
701,7552,"array([4.1122372 , 1.07298361])"
702,7500,"array([4.08476474, 1.0769075 ])"
703,7482,"array([4.09064548, 1.06332347])"
704,7583,"array([4.1013371 , 1.04458974])"
705,971,"array([4.14188272, 1.01902729])"
706,92,"array([4.12085818, 1.03015865])"
707,7336,"array([4.0656286 , 1.03985833])"
708,1545,"array([4.13156755, 0.97438879])"
709,103,"array([4.11862747, 1.03784102])"
710,207,"array([4.11552093, 1.02854401])"
711,6,"array([4.10885197, 1.03552539])"
712,7380,"array([4.10423639, 1.00644109])"
713,287,"array([4.11720184, 1.03641825])"
714,754,"array([4.10808437, 1.01492876])"
715,26,"array([4.12361181, 1.04333688])"
716,34,"array([4.12426539, 1.0252457 ])"
717,525,"array([4.12216391, 0.99347908])"
718,56,"array([4.1039733 , 1.03583405])"
719,1849,"array([4.12547643, 0.97853255])"
720,557,"array([4.10548845, 1.02184468])"
721,208,"array([4.11679185, 1.02690228])"
722,1558,"array([4.12816547, 0.99288004])"
723,2346,"array([4.12835835, 0.97792404])"
724,974,"array([4.12642164, 1.04286505])"
725,262,"array([4.11708521, 1.03294238])"
726,2001,"array([4.10382138, 1.07495304])"
727,815,"array([4.10449977, 1.02606849])"
728,120,"array([4.11258552, 1.01834796])"
729,492,"array([4.11668889, 1.03063686])"
730,1175,"array([4.15172711, 1.04465509])"
731,32,"array([4.11188481, 1.04361812])"
732,172,"array([4.12411213, 1.03252339])"
733,1347,"array([4.09938551, 1.00520941])"
734,1338,"array([4.13656259, 0.97190364])"
735,105,"array([4.12279444, 1.03335249])"
736,818,"array([4.10175794, 1.01545501])"
737,890,"array([4.12973001, 1.00974324])"
738,1362,"array([4.12560733, 0.98980476])"
739,1547,"array([4.12305134, 0.97597166])"
740,1056,"array([4.10417811, 1.01499943])"
741,2280,"array([4.12378116, 1.02266901])"
742,879,"array([4.10242837, 1.02647562])"
743,36,"array([4.12340278, 1.02787856])"
744,590,"array([4.15250748, 1.01807055])"
745,3260,"array([4.11794498, 0.97158168])"
746,1174,"array([4.09760395, 1.05574009])"
747,3198,"array([4.12884859, 0.97500157])"
748,460,"array([4.10029336, 1.02736435])"
749,3200,"array([4.13707892, 0.98084359])"
750,589,"array([4.10505015, 1.05442794])"
751,433,"array([4.11680886, 1.00118431])"
752,81,"array([4.12507917, 1.02010071])"
753,7509,"array([4.13141165, 1.03897992])"
754,973,"array([4.13565416, 1.0207186 ])"
755,1555,"array([4.10403175, 1.00164768])"
756,3154,"array([4.14012428, 0.97703407])"
757,7595,"array([4.10842824, 1.02255275])"
758,1361,"array([4.09984822, 1.00965521])"
759,2331,"array([4.09011577, 1.03929899])"
760,509,"array([4.09196763, 1.06096983])"
761,969,"array([4.09978094, 1.01786998])"
762,197,"array([4.12146217, 1.03987345])"
763,621,"array([4.09552414, 1.03811466])"
764,1036,"array([4.1080035 , 0.99569445])"
765,1054,"array([4.10592896, 1.05189832])"
766,1818,"array([4.14103884, 0.97987865])"
767,358,"array([4.10529017, 1.06431259])"
768,748,"array([4.10331031, 1.0400552 ])"
769,88,"array([4.10928963, 1.0457812 ])"
770,163,"array([4.11607036, 1.03515164])"
771,1576,"array([4.13254299, 0.99024752])"
772,2353,"array([4.11955223, 0.97405974])"
773,3221,"array([4.13135926, 0.97775832])"
774,136,"array([4.12546691, 1.03709284])"
775,1367,"array([4.13493425, 0.98917413])"
776,7512,"array([4.11913688, 1.03274203])"
777,757,"array([4.10882082, 1.01711577])"
778,49,"array([4.12041089, 1.02594533])"
779,646,"array([4.09325309, 1.02601958])"
780,2328,"array([4.10681545, 1.00629422])"
781,1360,"array([4.1051606 , 1.00884598])"
782,7377,"array([4.13496358, 1.02618172])"
783,2321,"array([4.13450906, 0.9744265 ])"
784,125,"array([4.12291942, 1.02598186])"
785,1548,"array([4.10423564, 1.00397192])"
786,1837,"array([4.11673512, 0.99866621])"
787,1834,"array([4.11563146, 0.99062988])"
788,703,"array([4.13166824, 1.03305022])"
789,1456,"array([4.1092003 , 1.06308204])"
790,7406,"array([4.14899751, 1.04043465])"
791,1832,"array([4.10793013, 0.99273669])"
792,3105,"array([4.13725622, 0.97800238])"
793,641,"array([4.12951625, 1.03898859])"
794,320,"array([4.11303764, 1.02714513])"
795,885,"array([4.10479009, 1.0179909 ])"
796,632,"array([4.12018013, 1.05440187])"
797,2300,"array([4.12573915, 0.97535498])"
798,702,"array([4.11957401, 1.00727419])"
799,228,"array([4.11300489, 1.04143248])"
800,752,"array([4.12112206, 1.03208802])"
801,2291,"array([4.13966633, 0.98242778])"
802,656,"array([4.1026176 , 1.04240433])"
803,877,"array([4.10715956, 1.01027414])"
804,2293,"array([4.08328391, 1.04553104])"
805,650,"array([4.11284193, 1.02502142])"
806,3328,"array([4.12231259, 0.97306705])"
807,720,"array([4.14727611, 1.06851083])"
808,1379,"array([4.11553123, 1.03752989])"
809,3275,"array([4.1339847 , 0.98011033])"
810,345,"array([4.12117109, 1.03803205])"
811,336,"array([4.11691933, 1.01909989])"
812,295,"array([4.12511075, 1.0412101 ])"
813,1375,"array([4.12707042, 1.00029583])"
814,435,"array([4.09798971, 1.01128089])"
815,7390,"array([4.10611683, 1.01600244])"
816,12,"array([4.11730446, 1.02361775])"
817,1853,"array([4.13221276, 1.01826886])"
818,1184,"array([4.11716421, 1.00670522])"
819,1064,"array([4.10260878, 1.02012339])"
820,1560,"array([4.10121447, 1.02920526])"
821,988,"array([4.13863506, 1.0618368 ])"
822,203,"array([4.1261504 , 1.04588737])"
823,976,"array([4.13145816, 1.04771362])"
824,289,"array([4.1119902 , 1.02988704])"
825,7394,"array([4.15108713, 1.06967804])"
826,3203,"array([4.13414402, 0.97714692])"
827,1844,"array([4.09171781, 1.00109545])"
828,2053,"array([4.11438243, 1.00093408])"
829,1363,"array([4.12924958, 1.06159653])"
830,3181,"array([4.11601503, 0.97396144])"
831,288,"array([4.11075792, 1.03650173])"
832,2263,"array([4.14406655, 1.00141792])"
833,3132,"array([4.12821973, 0.98062489])"
834,1059,"array([4.11235996, 1.01385155])"
835,2332,"array([4.11302507, 0.98857319])"
836,691,"array([4.12374717, 1.01408291])"
837,1550,"array([4.13268221, 1.04530014])"
838,286,"array([4.12861525, 1.03194459])"
839,205,"array([4.11193477, 1.04731778])"
840,1359,"array([4.11244309, 1.02104932])"
841,1459,"array([4.10015959, 1.04617282])"
842,135,"array([4.1271261, 1.0415756])"
843,7432,"array([4.10119676, 1.00695611])"
844,1815,"array([4.128012  , 0.99045035])"
845,3127,"array([4.12261446, 0.97910815])"
846,1836,"array([4.09883772, 0.99925233])"
847,266,"array([4.11881405, 1.04345973])"
848,2311,"array([4.09587526, 1.01126493])"
849,2308,"array([4.13211726, 1.00853199])"
850,27,"array([4.11875513, 1.02180953])"
851,755,"array([4.10896643, 0.98998549])"
852,2306,"array([4.12025843, 0.97712821])"
853,5679,"array([4.10762716, 1.01889999])"
854,1790,"array([4.14356101, 1.03141355])"
855,937,"array([4.12811211, 1.04452832])"
856,100,"array([4.11405479, 1.05688633])"
857,53,"array([4.11252918, 1.03251657])"
858,2298,"array([4.08321994, 1.02321809])"
859,3087,"array([4.11724547, 0.97669565])"
860,1274,"array([4.08062535, 1.0057368 ])"
861,227,"array([4.11148097, 1.04094836])"
862,1348,"array([4.10061098, 1.01314988])"
863,2295,"array([4.13128273, 0.98093098])"
864,394,"array([4.10669156, 1.04342899])"
865,3043,"array([4.13678278, 1.01004689])"
866,2285,"array([4.12933182, 0.98371022])"
867,1536,"array([4.14080738, 1.0274386 ])"
868,883,"array([4.1246015, 1.0345121])"
869,199,"array([4.11391545, 1.05274343])"
870,2290,"array([4.09171346, 0.99305862])"
871,1816,"array([4.13832708, 1.05201781])"
872,1524,"array([4.09293232, 1.02110453])"
873,1169,"array([4.09662683, 1.00489409])"
874,749,"array([4.09378844, 1.01425513])"
875,876,"array([4.11008931, 1.04760742])"
876,33,"array([4.12753588, 1.04953488])"
877,1824,"array([4.12700425, 0.95801139])"
878,7525,"array([4.12257639, 1.00947165])"
879,638,"array([4.12877165, 1.04627805])"
880,162,"array([4.11654055, 1.02124696])"
881,886,"array([4.10239893, 1.01089151])"
882,2903,"array([4.12298819, 0.95788625])"
883,3049,"array([4.13170227, 0.95932589])"
884,7604,"array([4.11775728, 1.05035246])"
885,215,"array([4.12678578, 1.09329146])"
886,479,"array([4.15248848, 1.06468598])"
887,302,"array([4.11083767, 1.06826311])"
888,131,"array([4.13611932, 1.07428542])"
889,859,"array([4.15000009, 1.09654155])"
890,437,"array([4.15121556, 1.07441631])"
891,1398,"array([4.11321175, 1.11876625])"
892,423,"array([4.12744327, 1.09111328])"
893,510,"array([4.11175555, 1.09826498])"
894,224,"array([4.14643352, 1.11122455])"
895,7582,"array([4.11938831, 1.09864467])"
896,311,"array([4.1241867 , 1.10818803])"
897,1230,"array([4.14349552, 1.09883688])"
898,1239,"array([4.1185679 , 1.11150443])"
899,567,"array([4.11251715, 1.10508559])"
900,466,"array([4.12961246, 1.09657342])"
901,1085,"array([4.10956585, 1.1224228 ])"
902,771,"array([4.10741225, 1.1105292 ])"
903,1270,"array([4.12762597, 1.10819496])"
904,1264,"array([4.14106643, 1.09766079])"
905,3774,"array([4.15534741, 1.08611525])"
906,1003,"array([4.14798385, 1.09857163])"
907,367,"array([4.14067098, 1.09268074])"
908,1107,"array([4.15286703, 1.10529588])"
909,661,"array([4.14079768, 1.11805088])"
910,274,"array([4.13512109, 1.07239128])"
911,654,"array([4.13715331, 1.10419137])"
912,910,"array([4.12111427, 1.10939692])"
913,1091,"array([4.1085616 , 1.11291711])"
914,84,"array([4.13204309, 1.09555007])"
915,531,"array([4.11816164, 1.0893189 ])"
916,501,"array([4.13348083, 1.11017659])"
917,583,"array([4.173744 , 1.0932614])"
918,1702,"array([4.15276807, 1.08675275])"
919,3356,"array([4.1295073 , 1.12786596])"
920,733,"array([4.15680416, 1.06450801])"
921,356,"array([4.13422245, 1.07084384])"
922,1678,"array([4.11689241, 1.12522631])"
923,1010,"array([4.10294421, 1.13086317])"
924,7596,"array([4.14034229, 1.08644965])"
925,781,"array([4.11245284, 1.11172234])"
926,2017,"array([4.12411607, 1.12764295])"
927,2002,"array([4.12667894, 1.12947347])"
928,572,"array([4.12296171, 1.04125056])"
929,202,"array([4.14890329, 1.10410145])"
930,664,"array([4.15802794, 1.08253036])"
931,1636,"array([4.16134301, 1.07068973])"
932,326,"array([4.14106175, 1.08400222])"
933,341,"array([4.14408784, 1.10664271])"
934,538,"array([4.15059603, 1.11748365])"
935,1233,"array([4.14596097, 1.05680376])"
936,2492,"array([4.11758664, 1.13029503])"
937,536,"array([4.13869207, 1.10157434])"
938,1621,"array([4.12882638, 1.13157728])"
939,1415,"array([4.10633166, 1.0691532 ])"
940,323,"array([4.1548126 , 1.08836957])"
941,1611,"array([4.10778346, 1.08411738])"
942,609,"array([4.13051145, 1.09872605])"
943,366,"array([4.13678981, 1.07690685])"
944,848,"array([4.10833615, 1.10248556])"
945,1602,"array([4.11196949, 1.12782887])"
946,365,"array([4.13923327, 1.09890807])"
947,419,"array([4.11052468, 1.10045276])"
948,841,"array([4.14156137, 1.08167169])"
949,468,"array([4.13277807, 1.0881896 ])"
950,193,"array([4.12780389, 1.06711267])"
951,2103,"array([4.1171516 , 1.10639119])"
952,2405,"array([4.09060137, 1.07169087])"
953,411,"array([4.12271507, 1.05537144])"
954,807,"array([4.11396455, 1.06457515])"
955,1038,"array([4.10797253, 1.06764093])"
956,265,"array([4.11586624, 1.05999592])"
957,2201,"array([4.15310299, 1.09036658])"
958,361,"array([4.14081869, 1.06377156])"
959,1737,"array([4.15200491, 1.07188899])"
960,1139,"array([4.13252719, 1.06809264])"
961,386,"array([4.13209502, 1.0702631 ])"
962,727,"array([4.17045529, 1.06933681])"
963,1108,"array([4.14573902, 1.08420824])"
964,1642,"array([4.14574827, 1.10247158])"
965,1109,"array([4.09020168, 1.11474199])"
966,918,"array([4.157019 , 1.0801023])"
967,2511,"array([4.11820771, 1.12778148])"
968,570,"array([4.13704578, 1.07085206])"
969,716,"array([4.14568896, 1.1049313 ])"
970,313,"array([4.14722466, 1.09638588])"
971,718,"array([4.14107067, 1.10253743])"
972,1615,"array([4.12436575, 1.12120922])"
973,1218,"array([4.11700575, 1.11749742])"
974,1086,"array([4.1104216 , 1.13682219])"
975,2485,"array([4.11483142, 1.12734514])"
976,7569,"array([4.12748035, 1.12160763])"
977,1088,"array([4.13915807, 1.10444346])"
978,535,"array([4.1430682 , 1.09601318])"
979,2467,"array([4.11255541, 1.12480165])"
980,2468,"array([4.12023989, 1.12520485])"
981,2465,"array([4.10971082, 1.12570958])"
982,401,"array([4.11397779, 1.0877919 ])"
983,772,"array([4.10172651, 1.09656559])"
984,2454,"array([4.12385188, 1.13065267])"
985,773,"array([4.12564517, 1.10627601])"
986,711,"array([4.122379  , 1.09508854])"
987,7550,"array([4.11694565, 1.06432032])"
988,842,"array([4.12565918, 1.09699385])"
989,153,"array([4.15017641, 1.07830537])"
990,2442,"array([4.12737362, 1.12622172])"
991,840,"array([4.12900634, 1.07469167])"
992,2439,"array([4.121219  , 1.12796871])"
993,1908,"array([4.15011613, 1.11107183])"
994,1087,"array([4.12053769, 1.09689727])"
995,1909,"array([4.09998801, 1.05728012])"
996,626,"array([4.10766004, 1.08052314])"
997,7327,"array([4.11411522, 1.1037513 ])"
998,2024,"array([4.11890266, 1.14366762])"
999,1634,"array([4.13186885, 1.12989999])"
1000,380,"array([4.13996832, 1.09070315])"
1001,2997,"array([4.10904281, 1.14438129])"
1002,521,"array([4.10321632, 1.05983331])"
1003,1322,"array([4.11762201, 1.04767642])"
1004,2868,"array([4.11530654, 1.14140295])"
1005,2740,"array([4.10726013, 1.14116145])"
1006,2709,"array([4.111475  , 1.14154841])"
1007,603,"array([4.12162579, 1.02262823])"
1008,191,"array([4.11032688, 1.03375577])"
1009,248,"array([4.1303865 , 1.00677545])"
1010,372,"array([4.09976822, 1.03799803])"
1011,982,"array([4.06254168, 0.9972584 ])"
1012,1372,"array([4.13031076, 0.98876843])"
1013,335,"array([4.10713399, 1.00394513])"
1014,1192,"array([4.11700993, 1.00936993])"
1015,893,"array([4.12774723, 1.00519432])"
1016,59,"array([4.11467397, 1.02175046])"
1017,904,"array([4.12221995, 1.01802654])"
1018,349,"array([4.10483889, 1.04977939])"
1019,61,"array([4.0587115 , 1.01355181])"
1020,826,"array([4.11303336, 1.00814634])"
1021,122,"array([4.12367501, 1.04585081])"
1022,1872,"array([4.08841914, 0.9806351 ])"
1023,391,"array([4.11450401, 1.03399467])"
1024,1068,"array([4.11958994, 1.02783982])"
1025,7591,"array([4.1127934 , 1.00322821])"
1026,82,"array([4.10650455, 1.02635855])"
1027,3307,"array([4.08197849, 0.98687391])"
1028,3206,"array([4.08337217, 0.98429513])"
1029,434,"array([4.08053952, 1.00324791])"
1030,597,"array([4.07885741, 1.00045531])"
1031,684,"array([4.09990743, 1.03233505])"
1032,801,"array([4.10483092, 1.04733797])"
1033,1373,"array([4.1402633 , 1.03490372])"
1034,110,"array([4.12732734, 1.03994146])"
1035,7126,"array([4.09384527, 0.95795837])"
1036,1535,"array([4.09520299, 1.01647982])"
1037,528,"array([4.10711262, 1.01292624])"
1038,198,"array([4.11026974, 1.05753879])"
1039,3336,"array([4.08844847, 0.98396431])"
1040,602,"array([4.11686721, 1.01316034])"
1041,2395,"array([4.09936759, 1.00235176])"
1042,599,"array([4.08301159, 1.0179527 ])"
1043,245,"array([4.10847146, 1.02504049])"
1044,1819,"array([4.07498494, 1.00450911])"
1045,3309,"array([4.09460198, 0.97708649])"
1046,310,"array([4.11041194, 1.01521349])"
1047,695,"array([4.12870411, 1.03708303])"
1048,280,"array([4.12025862, 1.03435843])"
1049,3009,"array([4.09087555, 0.98244183])"
1050,2386,"array([4.07227256, 1.00497062])"
1051,484,"array([4.12354186, 1.03659534])"
1052,2354,"array([4.07825186, 1.00664387])"
1053,1194,"array([4.07395042, 0.96963903])"
1054,2333,"array([4.08335585, 1.00674934])"
1055,825,"array([4.1054325 , 0.99245866])"
1056,1378,"array([4.10473614, 1.02404845])"
1057,1868,"array([4.07038351, 0.96758762])"
1058,1854,"array([4.07989282, 0.99222151])"
1059,1376,"array([4.10936942, 1.01301329])"
1060,692,"array([4.1264873, 1.0031412])"
1061,7444,"array([4.09379054, 1.00889502])"
1062,1859,"array([4.12264629, 1.0206278 ])"
1063,3236,"array([4.08563701, 0.98217451])"
1064,2363,"array([4.07729593, 1.00323667])"
1065,3231,"array([4.09401306, 0.98054308])"
1066,2320,"array([4.06675912, 1.00579693])"
1067,706,"array([4.12494077, 1.00968779])"
1068,2335,"array([4.1475929 , 1.03878902])"
1069,141,"array([4.12089105, 1.01179767])"
1070,7531,"array([4.08797011, 0.99466506])"
1071,46,"array([4.07597447, 0.99996786])"
1072,2360,"array([4.0672154 , 0.96931872])"
1073,979,"array([4.06288844, 1.01742296])"
1074,7568,"array([4.11061659, 1.0219637 ])"
1075,1551,"array([4.08320791, 1.05564492])"
1076,1176,"array([4.04739821, 1.01581661])"
1077,2397,"array([4.13739652, 0.98949132])"
1078,7559,"array([4.08580586, 1.01194624])"
1079,2408,"array([4.08629278, 1.02636158])"
1080,7578,"array([4.09785868, 1.02743942])"
1081,7503,"array([4.08915475, 1.01096892])"
1082,7480,"array([4.08981092, 0.9580198 ])"
1083,7479,"array([4.05974451, 1.0181397 ])"
1084,7510,"array([4.10624031, 0.98094207])"
1085,7532,"array([4.0995796 , 0.98586102])"
1086,7522,"array([4.10119631, 0.98827582])"
1087,7523,"array([4.09826091, 0.98856231])"
1088,338,"array([4.1054901 , 0.98647863])"
1089,7544,"array([4.08693936, 1.00943397])"
1090,7447,"array([4.0919318 , 0.97562386])"
1091,7521,"array([4.09592174, 1.02125614])"
1092,7477,"array([4.085543 , 0.9594783])"
1093,384,"array([4.14827424, 1.08278767])"
1094,7575,"array([4.115766  , 1.00325403])"
1095,3516,"array([4.12732544, 1.07626654])"
1096,7423,"array([4.05555864, 1.04864029])"
1097,7485,"array([4.08263349, 0.99017379])"
1098,759,"array([4.11526653, 1.02579326])"
1099,946,"array([4.12172869, 1.05022369])"
1100,7585,"array([4.11541386, 1.01466429])"
1101,7563,"array([4.13661142, 1.02722792])"
1102,3133,"array([4.06810846, 1.01301392])"
1103,7433,"array([4.06362831, 1.00706019])"
1104,7516,"array([4.11950682, 1.00924296])"
1105,7457,"array([4.08021655, 1.01832955])"
1106,314,"array([4.14368165, 1.08309618])"
1107,7514,"array([4.08877709, 1.0259821 ])"
1108,3305,"array([4.07295636, 1.01335033])"
1109,524,"array([4.09267553, 1.01667202])"
1110,809,"array([4.09027562, 1.02184322])"
1111,1057,"array([4.08855136, 1.01343785])"
1112,1541,"array([4.09796818, 1.01639518])"
1113,1371,"array([4.06910573, 1.02283593])"
1114,1571,"array([4.08518649, 1.03776525])"
1115,1185,"array([4.10518824, 1.01156481])"
1116,1566,"array([4.09027362, 1.01511818])"
1117,1350,"array([4.09033993, 1.0033668 ])"
1118,549,"array([4.12160271, 1.0478565 ])"
1119,526,"array([4.11612904, 1.01150893])"
1120,431,"array([4.09721928, 1.05814256])"
1121,1546,"array([4.07819982, 1.0458252 ])"
1122,1461,"array([4.15008919, 1.03820369])"
1123,458,"array([4.11204149, 1.0117869 ])"
1124,1374,"array([4.10847173, 1.00793281])"
1125,7420,"array([4.10459643, 0.99931856])"
1126,2376,"array([4.09538755, 1.04129976])"
1127,3222,"array([4.06885413, 1.01796847])"
1128,3158,"array([4.07231243, 1.01712617])"
1129,2326,"array([4.08227195, 1.00112897])"
1130,728,"array([4.07251041, 1.06412605])"
1131,278,"array([4.11951208, 1.0504969 ])"
1132,1830,"array([4.0925232 , 1.03805955])"
1133,7415,"array([4.10322561, 1.06440509])"
1134,104,"array([4.08107771, 1.04480306])"
1135,1157,"array([4.08788721, 1.04605235])"
1136,2384,"array([4.07940162, 1.01534085])"
1137,2371,"array([4.08159935, 1.03862465])"
1138,1578,"array([4.0963691 , 1.00879978])"
1139,3176,"array([4.07655826, 1.0127748 ])"
1140,3155,"array([4.07032171, 1.01523006])"
1141,1254,"array([4.12587099, 1.06332938])"
1142,1179,"array([4.10521176, 1.04168742])"
1143,1055,"array([4.10859336, 1.00036849])"
1144,7554,"array([4.08789618, 1.02839481])"
1145,522,"array([4.10955857, 1.04217922])"
1146,1152,"array([4.12702563, 1.03351134])"
1147,3112,"array([4.13759209, 1.03236749])"
1148,3096,"array([4.08496682, 1.05307448])"
1149,3066,"array([4.07484612, 1.01508733])"
1150,3092,"array([4.09032567, 0.99857008])"
1151,750,"array([4.09940471, 1.02292995])"
1152,1346,"array([4.10036267, 1.0202575 ])"
1153,149,"array([4.12037757, 1.08254542])"
1154,2292,"array([4.08625947, 1.01479768])"
1155,1776,"array([4.09037922, 1.04833277])"
1156,7528,"array([4.09567516, 1.02761571])"
1157,1450,"array([4.14779184, 1.08543628])"
1158,408,"array([4.13912713, 1.0775191 ])"
1159,138,"array([4.11298222, 1.06684061])"
1160,1069,"array([4.07229933, 1.06148746])"
1161,1395,"array([4.06680269, 1.0009908 ])"
1162,41,"array([4.11235374, 1.05109346])"
1163,3365,"array([4.08869922, 0.97694806])"
1164,1865,"array([4.0958665 , 0.99954944])"
1165,3229,"array([4.07327711, 1.05898952])"
1166,3192,"array([4.09644886, 0.97422415])"
1167,1178,"array([4.09135307, 1.01273956])"
1168,7551,"array([4.08811016, 1.05481966])"
1169,642,"array([4.13001421, 1.02972494])"
1170,7587,"array([4.12937124, 1.08475213])"
1171,7517,"array([4.09699126, 1.049757  ])"
1172,7536,"array([4.10052922, 1.05072537])"
1173,1151,"array([4.12301893, 0.98567586])"
1174,429,"array([4.11082486, 1.02420619])"
1175,956,"array([4.08572677, 1.04443667])"
1176,640,"array([4.09871875, 1.05941796])"
1177,2211,"array([4.10722493, 0.98417129])"
1178,98,"array([4.09549614, 1.05275723])"
1179,696,"array([4.10220124, 1.03780742])"
1180,878,"array([4.08859286, 1.04363874])"
1181,1782,"array([4.10233509, 0.98584531])"
1182,1768,"array([4.08667277, 0.99714113])"
1183,1310,"array([4.08984977, 1.01760464])"
1184,417,"array([4.11406308, 1.01300962])"
1185,666,"array([4.12653816, 1.03580471])"
1186,980,"array([4.12155528, 1.00677699])"
1187,645,"array([4.10043372, 1.04245226])"
1188,371,"array([4.11945408, 1.04859116])"
1189,7562,"array([4.1006477 , 1.04833854])"
1190,1171,"array([4.09486532, 1.01880567])"
1191,2981,"array([4.11707878, 0.98499719])"
1192,506,"array([4.12187721, 1.0535515 ])"
1193,1325,"array([4.0936094 , 1.04303156])"
1194,2922,"array([4.11548307, 0.98313756])"
1195,686,"array([4.12054918, 1.05624257])"
1196,1287,"array([4.10192722, 1.06174551])"
1197,1495,"array([4.14299374, 1.02497547])"
1198,2192,"array([4.0888346 , 1.00559322])"
1199,2866,"array([4.0795009 , 1.01175361])"
1200,497,"array([4.10218221, 1.01773707])"
1201,2361,"array([4.11040401, 0.98808722])"
1202,3378,"array([4.09493221, 0.98944157])"
1203,2381,"array([4.13281324, 0.9972376 ])"
1204,614,"array([4.1424633, 1.0508198])"
1205,6369,"array([4.09642636, 1.03480293])"
1206,253,"array([4.13890319, 1.04828778])"
1207,6014,"array([4.14380267, 1.01754259])"
1208,3145,"array([4.10499363, 0.994822  ])"
1209,1649,"array([4.08554205, 1.05531773])"
1210,3002,"array([4.08034862, 1.02952339])"
1211,2302,"array([4.1212202 , 0.99599642])"
1212,2301,"array([4.08373902, 1.00386922])"
1213,882,"array([4.10111272, 1.02437017])"
1214,221,"array([4.08229   , 1.06426047])"
1215,7590,"array([4.09196621, 1.04104561])"
1216,699,"array([4.15439618, 1.03230331])"
